outer_diam_mm,grain_length_mm,core_diam_mm,throat_mm,grains,isp,apogee_m,burn_time_s,score
55.355190766369105,142.40948206217246,34.04013636216328,15.847344945644636,2,139.0974083132813,1865.0599578277497,1.0515999999999006,0.05284168907054165
